latitude,longitude,state,district,event_date,area_ha,severity,trigger
24.82037,92.78763,Assam,Cachar,2003-08-27,47.20,0.3796,monsoon
24.84512,92.83727,Assam,Cachar,2000-05-02,54.42,0.3418,monsoon
24.84555,92.81849,Assam,Cachar,2022-09-24,30.38,0.3197,monsoon
24.84868,92.79673,Assam,Cachar,2022-07-05,22.19,0.5053,monsoon
24.81592,92.83450,Assam,Cachar,2019-06-23,42.13,0.3630,monsoon
24.64287,92.55153,Assam,Hailakandi,1998-09-03,37.65,0.1071,monsoon
24.64706,92.60181,Assam,Hailakandi,1998-10-22,46.46,0.1044,monsoon
24.63568,92.57436,Assam,Hailakandi,2021-10-06,10.89,0.6002,monsoon
24.70076,92.54220,Assam,Hailakandi,2021-07-18,3.00,0.2538,monsoon
24.70846,92.56414,Assam,Hailakandi,2004-06-02,15.34,0.3050,monsoon
24.67465,92.55364,Assam,Hailakandi,2003-09-28,46.90,0.1162,monsoon
24.70514,92.58968,Assam,Hailakandi,2007-05-24,28.99,0.2592,monsoon
24.71964,92.57672,Assam,Hailakandi,2011-07-15,13.56,0.2050,monsoon
24.68056,92.53273,Assam,Hailakandi,1999-06-12,4.54,0.6405,monsoon
24.67844,92.55420,Assam,Hailakandi,2001-09-12,53.15,0.5254,monsoon
24.71497,92.60018,Assam,Hailakandi,2019-07-18,16.64,0.3122,monsoon
24.69365,92.53305,Assam,Hailakandi,1998-10-06,31.61,0.4222,monsoon
24.64317,92.53861,Assam,Hailakandi,2001-07-04,22.76,0.6384,monsoon
24.65541,92.55192,Assam,Hailakandi,2020-07-09,53.32,0.4535,monsoon
24.67232,92.52113,Assam,Hailakandi,2000-06-23,22.74,0.5061,monsoon
24.70635,92.59868,Assam,Hailakandi,2011-06-15,28.54,0.4990,monsoon
24.67696,92.57611,Assam,Hailakandi,2013-08-17,49.01,0.5688,monsoon
24.65368,92.57545,Assam,Hailakandi,2011-07-12,4.95,0.2698,monsoon
24.68017,92.51910,Assam,Hailakandi,2016-07-26,28.43,0.1400,monsoon
24.71636,92.57796,Assam,Hailakandi,1998-07-10,51.76,0.3957,monsoon
24.83846,92.39099,Assam,Karimganj,2006-07-23,26.13,0.3702,monsoon
24.87302,92.34653,Assam,Karimganj,2011-09-13,32.85,0.4396,monsoon
24.83393,92.39523,Assam,Karimganj,2008-09-15,14.08,0.0619,monsoon
24.85024,92.33417,Assam,Karimganj,2022-08-25,49.01,0.5229,monsoon
24.87233,92.33938,Assam,Karimganj,2021-05-13,16.83,0.2248,monsoon
24.90241,92.39888,Assam,Karimganj,2009-06-18,4.43,0.4883,monsoon
24.91475,92.38738,Assam,Karimganj,2016-08-13,54.09,0.2175,monsoon
24.83914,92.36987,Assam,Karimganj,2008-08-21,1.06,0.5717,monsoon
24.89816,92.37119,Assam,Karimganj,2017-07-21,54.74,0.2476,monsoon
24.89916,92.36442,Assam,Karimganj,2016-06-17,24.90,0.0993,monsoon
24.88586,92.34552,Assam,Karimganj,2013-07-18,29.55,0.4394,monsoon
24.87076,92.37247,Assam,Karimganj,2020-07-17,21.35,0.5339,monsoon
24.84126,92.34025,Assam,Karimganj,1998-07-04,39.91,0.0929,monsoon
24.86874,92.32594,Assam,Karimganj,2015-08-06,38.32,0.0762,monsoon
24.90314,92.37530,Assam,Karimganj,2006-05-25,26.76,0.0503,monsoon
24.89875,92.35991,Assam,Karimganj,2002-06-15,48.94,0.0566,monsoon
24.86787,92.33209,Assam,Karimganj,2015-08-03,40.52,0.3142,monsoon
24.90628,92.37150,Assam,Karimganj,2002-10-13,30.18,0.2483,monsoon
24.88077,92.33712,Assam,Karimganj,1999-06-18,22.16,0.1579,monsoon
24.82887,92.35675,Assam,Karimganj,1998-06-26,28.55,0.3643,monsoon
26.52116,93.86008,Assam,Golaghat,2019-08-22,19.59,0.3225,monsoon
26.49576,93.91508,Assam,Golaghat,2003-10-10,1.53,0.5007,monsoon
26.49218,93.86375,Assam,Golaghat,2010-06-14,29.84,0.5010,monsoon
26.49956,93.90047,Assam,Golaghat,1999-09-07,8.33,0.3078,monsoon
26.51010,93.88415,Assam,Golaghat,2022-06-21,48.90,0.3955,monsoon
26.46168,93.90307,Assam,Golaghat,2001-07-12,4.79,0.2656,monsoon
26.46165,93.85945,Assam,Golaghat,2022-07-08,18.20,0.6266,monsoon
26.49985,93.88354,Assam,Golaghat,2018-08-21,45.01,0.3193,monsoon
26.45714,93.86005,Assam,Golaghat,1999-08-06,40.28,0.4068,monsoon
26.50187,93.88525,Assam,Golaghat,2000-08-18,42.23,0.0641,monsoon
26.51982,93.88731,Assam,Golaghat,2012-06-01,16.12,0.4048,monsoon
26.48375,93.89021,Assam,Golaghat,2012-08-08,23.26,0.1022,monsoon
26.50932,93.92675,Assam,Golaghat,2011-09-14,39.06,0.5030,monsoon
26.51070,93.87429,Assam,Golaghat,2018-09-13,8.98,0.5525,monsoon
26.48418,93.88555,Assam,Golaghat,2021-05-02,1.08,0.0670,monsoon
26.53178,93.93585,Assam,Golaghat,2000-09-07,35.93,0.6442,monsoon
26.49663,93.94295,Assam,Golaghat,2014-10-04,4.28,0.3517,monsoon
26.49403,93.86408,Assam,Golaghat,2015-10-16,2.25,0.5061,monsoon
26.51055,93.92938,Assam,Golaghat,2008-09-14,41.02,0.5162,monsoon
26.52267,93.92345,Assam,Golaghat,2018-07-19,28.94,0.5595,monsoon
26.52179,93.92293,Assam,Golaghat,2019-06-19,46.00,0.1692,monsoon
26.52372,93.90086,Assam,Golaghat,2006-09-16,1.88,0.0928,monsoon
26.45842,93.92444,Assam,Golaghat,2020-07-14,25.66,0.3917,monsoon
26.49481,93.88047,Assam,Golaghat,2010-09-08,34.84,0.4824,monsoon
26.53134,93.91472,Assam,Golaghat,2022-05-16,54.15,0.4618,monsoon
26.45787,93.86424,Assam,Golaghat,2002-08-11,43.46,0.2925,monsoon
23.68659,92.73194,Mizoram,Aizawl,2008-09-24,29.57,0.4469,monsoon
23.73057,92.75769,Mizoram,Aizawl,2015-10-10,6.61,0.3304,monsoon
23.74211,92.70016,Mizoram,Aizawl,2011-06-28,53.54,0.4607,monsoon
23.77054,92.71448,Mizoram,Aizawl,2020-10-15,24.71,0.3817,monsoon
23.72103,92.73017,Mizoram,Aizawl,2013-08-04,22.99,0.5467,monsoon
23.69234,92.71834,Mizoram,Aizawl,2010-09-28,27.77,0.0555,monsoon
23.74157,92.70526,Mizoram,Aizawl,2017-07-01,19.43,0.2211,monsoon
23.75794,92.71132,Mizoram,Aizawl,2011-07-05,9.15,0.6036,monsoon
23.73325,92.75264,Mizoram,Aizawl,2015-07-28,50.65,0.3722,monsoon
23.72460,92.74751,Mizoram,Aizawl,2001-09-25,36.41,0.0756,monsoon
23.72752,92.70043,Mizoram,Aizawl,1999-09-08,37.07,0.5439,monsoon
23.75173,92.72860,Mizoram,Aizawl,2007-07-08,12.18,0.1578,monsoon
23.71646,92.70368,Mizoram,Aizawl,2016-08-07,11.41,0.0726,monsoon
23.71481,92.75221,Mizoram,Aizawl,2009-09-03,18.94,0.5149,monsoon
23.68820,92.73053,Mizoram,Aizawl,2000-05-15,6.22,0.1399,monsoon
23.71978,92.73625,Mizoram,Aizawl,2022-07-10,1.27,0.2328,monsoon
23.73341,92.74573,Mizoram,Aizawl,2016-07-11,12.95,0.6074,monsoon
23.71496,92.71388,Mizoram,Aizawl,2007-10-17,16.99,0.0724,monsoon
23.72279,92.70184,Mizoram,Aizawl,2005-07-11,21.89,0.5160,monsoon
23.68516,92.73788,Mizoram,Aizawl,2002-07-14,0.80,0.4544,monsoon
23.68747,92.70051,Mizoram,Aizawl,2020-09-18,1.38,0.3413,monsoon
23.71165,92.71674,Mizoram,Aizawl,2015-10-14,40.79,0.2671,monsoon
23.69146,92.75321,Mizoram,Aizawl,2016-09-12,25.53,0.4668,monsoon
23.74967,92.67945,Mizoram,Aizawl,1998-09-11,43.60,0.0838,monsoon
23.72840,92.68793,Mizoram,Aizawl,2002-06-14,45.91,0.3788,monsoon
23.74453,92.72430,Mizoram,Aizawl,2018-09-23,24.96,0.5455,monsoon
23.75236,92.71301,Mizoram,Aizawl,2001-10-01,25.94,0.1632,monsoon
23.69914,92.73584,Mizoram,Aizawl,2011-10-27,42.82,0.4197,monsoon
23.73239,92.75139,Mizoram,Aizawl,2008-05-06,26.30,0.6313,monsoon
23.75243,92.70938,Mizoram,Aizawl,2016-06-15,3.33,0.4754,monsoon
23.71364,92.72625,Mizoram,Aizawl,2008-08-05,44.46,0.2851,monsoon
23.75775,92.70078,Mizoram,Aizawl,2022-07-15,3.84,0.3100,monsoon
23.69423,92.75112,Mizoram,Aizawl,2014-08-28,48.55,0.3519,monsoon
23.77178,92.68403,Mizoram,Aizawl,2008-09-17,51.77,0.3143,monsoon
23.77485,92.69766,Mizoram,Aizawl,2021-08-26,51.21,0.4254,monsoon
23.74378,92.73704,Mizoram,Aizawl,2002-06-16,33.36,0.3947,monsoon
23.76745,92.72871,Mizoram,Aizawl,2012-08-18,51.70,0.2741,monsoon
23.71706,92.74314,Mizoram,Aizawl,2000-05-22,14.03,0.2210,monsoon
23.74547,92.70480,Mizoram,Aizawl,2022-07-03,9.50,0.1093,monsoon
23.75321,92.76208,Mizoram,Aizawl,2013-06-25,17.40,0.4223,monsoon
23.71189,92.71327,Mizoram,Aizawl,2017-08-21,44.46,0.6246,monsoon
23.72950,92.73224,Mizoram,Aizawl,2014-08-11,28.37,0.4239,monsoon
23.70103,92.69466,Mizoram,Aizawl,2015-07-17,6.19,0.0882,monsoon
23.75516,92.72245,Mizoram,Aizawl,2022-05-06,43.94,0.2171,monsoon
23.73084,92.75410,Mizoram,Aizawl,2000-09-18,49.61,0.3801,monsoon
23.72176,92.75539,Mizoram,Aizawl,2014-08-14,3.39,0.2500,monsoon
23.74540,92.69292,Mizoram,Aizawl,2009-10-23,35.44,0.5022,monsoon
23.69125,92.69410,Mizoram,Aizawl,2016-10-03,21.71,0.1084,monsoon
23.72821,92.71752,Mizoram,Aizawl,2016-08-15,36.56,0.1961,monsoon
23.69559,92.72786,Mizoram,Aizawl,2019-07-08,23.06,0.4726,monsoon
23.73776,92.71538,Mizoram,Aizawl,2002-07-18,48.31,0.3758,monsoon
23.75582,92.72989,Mizoram,Aizawl,2022-07-23,2.00,0.2245,monsoon
24.31779,93.69350,Manipur,Churachandpur,2021-06-15,41.92,0.5065,monsoon
24.36403,93.66990,Manipur,Churachandpur,2022-07-27,29.62,0.5195,monsoon
24.28604,93.64115,Manipur,Churachandpur,2022-07-02,32.10,0.4068,monsoon
24.36798,93.68183,Manipur,Churachandpur,2016-10-03,37.49,0.3572,monsoon
24.28801,93.68476,Manipur,Churachandpur,2003-09-23,13.84,0.5890,monsoon
24.29753,93.71405,Manipur,Churachandpur,2016-08-27,0.99,0.1905,monsoon
24.36705,93.70355,Manipur,Churachandpur,2017-09-22,6.35,0.3578,monsoon
24.32214,93.68815,Manipur,Churachandpur,2002-09-18,30.87,0.3560,monsoon
24.35807,93.68603,Manipur,Churachandpur,2008-09-01,45.87,0.3122,monsoon
24.33656,93.64107,Manipur,Churachandpur,2002-07-04,11.82,0.4848,monsoon
24.33341,93.68672,Manipur,Churachandpur,2008-07-26,34.08,0.2705,monsoon
24.35859,93.68319,Manipur,Churachandpur,2012-08-10,31.72,0.1367,monsoon
24.28664,93.68585,Manipur,Churachandpur,2011-06-07,40.25,0.0834,monsoon
24.31269,93.64406,Manipur,Churachandpur,1998-06-16,40.20,0.3893,monsoon
24.34811,93.64677,Manipur,Churachandpur,2005-09-11,0.74,0.3954,monsoon
24.28729,93.64353,Manipur,Churachandpur,2000-09-21,33.26,0.1573,monsoon
24.34125,93.69913,Manipur,Churachandpur,2010-10-27,8.60,0.3452,monsoon
24.37239,93.66862,Manipur,Churachandpur,2017-08-11,49.31,0.1945,monsoon
24.33108,93.71882,Manipur,Churachandpur,2005-08-06,49.84,0.5352,monsoon
24.31712,93.66685,Manipur,Churachandpur,2003-09-04,32.10,0.4337,monsoon
24.33267,93.67221,Manipur,Churachandpur,2020-09-10,45.61,0.5033,monsoon
24.34114,93.69120,Manipur,Churachandpur,2000-07-28,26.67,0.1738,monsoon
24.32166,93.63785,Manipur,Churachandpur,1998-09-06,42.84,0.3321,monsoon
24.36523,93.67749,Manipur,Churachandpur,1998-05-07,14.90,0.0886,monsoon
24.33838,93.66140,Manipur,Churachandpur,2020-09-09,30.33,0.4084,monsoon
24.31902,93.66668,Manipur,Churachandpur,2007-07-13,9.91,0.4967,monsoon
24.36957,93.71797,Manipur,Churachandpur,2018-10-17,35.78,0.6440,monsoon
24.31350,93.65321,Manipur,Churachandpur,2000-05-04,33.68,0.5804,monsoon
24.35242,93.69704,Manipur,Churachandpur,2015-07-09,35.88,0.4352,monsoon
24.33824,93.66114,Manipur,Churachandpur,2020-07-10,50.27,0.3018,monsoon
24.32863,93.64653,Manipur,Churachandpur,2005-06-05,19.12,0.1910,monsoon
24.31312,93.66049,Manipur,Churachandpur,2002-10-10,22.68,0.4891,monsoon
24.33041,93.70598,Manipur,Churachandpur,2002-10-19,15.45,0.5661,monsoon
24.31404,93.63952,Manipur,Churachandpur,2017-05-05,30.71,0.1924,monsoon
25.07354,94.36077,Manipur,Ukhrul,2004-07-01,42.08,0.2235,monsoon
25.08876,94.41433,Manipur,Ukhrul,2014-08-08,25.79,0.3046,monsoon
25.12043,94.37506,Manipur,Ukhrul,2019-09-24,21.72,0.1906,monsoon
25.12558,94.37247,Manipur,Ukhrul,1999-06-01,32.02,0.2698,monsoon
25.06685,94.40655,Manipur,Ukhrul,2006-07-04,37.40,0.1319,monsoon
25.08124,94.39603,Manipur,Ukhrul,2006-08-01,13.22,0.4054,monsoon
25.07320,94.39791,Manipur,Ukhrul,2020-06-05,1.06,0.2553,monsoon
25.07305,94.34768,Manipur,Ukhrul,2010-05-09,31.77,0.2869,monsoon
25.08011,94.34942,Manipur,Ukhrul,2018-07-17,23.70,0.6012,monsoon
25.10779,94.36886,Manipur,Ukhrul,1998-07-21,8.93,0.5524,monsoon
25.10475,94.33359,Manipur,Ukhrul,1999-06-17,22.67,0.2469,monsoon
25.12605,94.35386,Manipur,Ukhrul,2022-08-07,17.38,0.0697,monsoon
25.11639,94.33672,Manipur,Ukhrul,2006-06-16,32.20,0.5676,monsoon
25.06491,94.36478,Manipur,Ukhrul,2011-07-14,46.90,0.4960,monsoon
25.06379,94.37582,Manipur,Ukhrul,2000-10-01,35.89,0.2271,monsoon
25.14253,94.37631,Manipur,Ukhrul,2002-07-19,22.76,0.5059,monsoon
25.10777,94.38935,Manipur,Ukhrul,2018-10-26,6.75,0.3479,monsoon
25.07883,94.34997,Manipur,Ukhrul,2006-07-10,46.17,0.2081,monsoon
25.13399,94.34998,Manipur,Ukhrul,2013-07-12,18.90,0.3468,monsoon
25.07385,94.38005,Manipur,Ukhrul,2001-09-24,22.76,0.3089,monsoon
25.11377,94.40030,Manipur,Ukhrul,2022-10-06,23.79,0.3287,monsoon
25.07937,94.34690,Manipur,Ukhrul,2015-08-27,20.83,0.3613,monsoon
25.09861,94.39860,Manipur,Ukhrul,2002-09-15,8.52,0.3689,monsoon
25.05785,94.37345,Manipur,Ukhrul,2001-06-10,53.29,0.4792,monsoon
25.11279,94.34790,Manipur,Ukhrul,1998-10-15,20.03,0.3154,monsoon
25.12062,94.41285,Manipur,Ukhrul,2006-07-03,2.78,0.5252,monsoon
25.10530,94.38801,Manipur,Ukhrul,2006-10-17,13.97,0.5825,monsoon
25.09430,94.39657,Manipur,Ukhrul,2003-07-19,21.74,0.3697,monsoon
25.08380,94.36725,Manipur,Ukhrul,2004-06-01,15.24,0.3082,monsoon
25.05591,94.37778,Manipur,Ukhrul,2022-06-12,8.93,0.4566,monsoon
25.08363,94.37914,Manipur,Ukhrul,2011-09-01,48.65,0.5835,monsoon
25.09852,94.41397,Manipur,Ukhrul,2013-10-12,8.39,0.4298,monsoon
25.10753,94.33450,Manipur,Ukhrul,2019-09-24,30.81,0.0943,monsoon
25.11761,94.39176,Manipur,Ukhrul,2006-06-15,22.88,0.2772,monsoon
25.13496,94.40130,Manipur,Ukhrul,2002-10-13,23.78,0.1029,monsoon
25.08554,94.38252,Manipur,Ukhrul,2005-07-22,16.97,0.5519,monsoon
